code	House/bungalow	Flat/maisonette/apartment	Caravan/mobile/temporary home
E00098198	119	1	0
E00098199	129	1	0
E00098200	127	2	0
E00098201	127	0	0
E00098202	129	13	0
E00098203	131	1	0
E00098204	141	0	0
E00098206	118	3	0
E00098207	135	1	0
E00098208	73	22	0
E00098209	184	0	0
E00098210	92	19	0
E00098211	134	2	0
E00098212	130	0	0
E00098213	133	1	0
E00098214	150	22	0
E00098215	176	9	0
E00098216	137	2	0
E00098217	121	0	0
E00098218	127	31	0
E00098219	117	22	0
E00098220	121	0	0
E00098221	106	8	0
E00098222	121	8	0
E00098223	140	8	0
E00098224	96	17	0
E00098225	95	7	0
E00098226	148	0	0
E00098227	125	1	0
E00098228	116	1	1
E00098229	121	0	0
E00098230	112	0	0
E00098231	120	9	0
E00098232	104	4	0
E00098233	118	1	0
E00098234	116	1	0
E00098235	101	7	0
E00098236	144	3	0
E00098237	117	5	0
E00098238	122	1	0
E00098239	132	0	0
E00098240	130	4	0
E00098241	145	1	0
E00098242	129	2	0
E00098243	126	1	0
E00098244	139	4	0
E00098245	198	1	0
E00098246	108	6	0
E00098247	119	2	0
E00098248	130	26	0
E00098249	126	1	0
E00098250	118	6	0
E00098251	59	66	0
E00098252	88	28	0
E00098253	127	11	0
E00098254	130	0	0
E00098255	101	63	0
E00098256	122	2	0
E00098257	120	3	0
E00098258	115	9	0
E00098259	115	0	0
E00098260	110	0	0
E00098261	134	2	0
E00098262	131	0	0
E00098263	127	3	0
E00098264	130	12	0
E00098265	134	6	0
E00098266	121	1	0
E00098267	104	17	0
E00098268	137	1	1
E00098269	181	0	0
E00098270	137	2	0
E00098271	166	4	0
E00098272	127	0	0
E00098273	103	1	0
E00098274	122	1	0
E00098275	146	17	0
E00098276	120	5	0
E00098277	143	4	0
E00098278	118	0	0
E00098279	120	0	0
E00098280	115	0	0
E00098281	118	1	0
E00098282	112	0	0
E00098283	135	1	0
E00098284	130	0	0
E00098285	158	1	0
E00098286	98	0	0
E00098287	150	2	0
E00098288	108	4	0
E00098289	138	7	0
E00098290	125	3	0
E00098291	137	0	0
E00098292	137	1	0
E00098293	180	1	0
E00098294	121	11	0
E00098295	147	4	0
E00098296	165	17	0
E00098297	119	0	0
E00098298	118	2	0
E00098299	139	10	0
E00098300	179	0	0
E00098301	140	9	0
E00098302	135	1	0
E00098303	123	1	0
E00098304	117	2	0
E00098305	103	11	0
E00098306	98	29	0
E00098307	126	1	0
E00098308	121	1	1
E00098309	129	8	0
E00098310	199	51	0
E00098311	129	0	0
E00098312	125	15	0
E00098313	129	1	0
E00098314	108	19	0
E00098315	103	0	0
E00098316	159	4	0
E00098317	120	1	0
E00098318	124	14	0
E00098319	140	5	0
E00098320	88	77	0
E00098321	125	4	0
E00098322	124	0	0
E00098323	126	0	0
E00098324	106	2	0
E00098325	102	43	0
E00098326	135	2	0
E00098327	138	0	0
E00098328	86	24	0
E00098329	115	2	0
E00098330	161	14	0
E00098331	125	1	1
E00098332	110	0	0
E00098333	123	7	0
E00098334	88	3	1
E00098335	130	0	0
E00098336	134	13	0
E00098337	69	59	0
E00098338	118	5	0
E00098339	122	4	0
E00098340	94	18	0
E00098341	120	3	0
E00098342	125	0	0
E00098343	129	0	0
E00098344	204	6	0
E00098345	116	0	0
E00098346	124	4	0
E00098347	159	1	0
E00098348	96	3	0
E00098349	206	4	0
E00098350	113	14	0
E00098351	200	4	1
E00098352	95	0	0
E00098353	130	4	0
E00098354	121	1	0
E00098355	118	2	0
E00098356	146	5	1
E00098357	121	2	0
E00098358	124	4	0
E00098359	110	21	0
E00098360	166	3	0
E00098361	120	6	0
E00098362	139	3	0
E00098363	119	6	0
E00098364	113	8	0
E00098365	125	1	0
E00098366	133	0	0
E00098367	128	1	0
E00098368	121	0	0
E00098369	138	0	0
E00098370	96	37	0
E00098371	179	3	0
E00098372	91	20	0
E00098373	134	5	0
E00098374	87	29	0
E00098375	112	10	1
E00098376	161	22	0
E00098377	146	4	0
E00098378	149	0	0
E00098379	99	26	0
E00098380	117	3	0
E00098381	116	5	0
E00098382	136	4	0
E00098383	99	12	0
E00098384	155	11	0
E00098385	141	31	0
E00098386	122	3	0
E00098387	136	2	0
E00098388	149	0	0
E00098389	120	1	0
E00098390	151	5	0
E00098391	116	51	0
E00098392	53	53	0
E00098393	119	0	0
E00098394	139	0	0
E00098395	128	0	0
E00098396	120	3	0
E00098397	127	11	0
E00098398	116	1	0
E00098399	121	2	0
E00098400	118	2	1
E00098401	129	2	0
E00098402	129	0	0
E00098404	111	16	0
E00098405	122	10	0
E00098406	114	1	0
E00098407	132	1	0
E00098408	128	9	0
E00098409	92	34	0
E00098410	124	11	0
E00098411	118	2	0
E00098412	92	28	0
E00098413	116	1	0
E00098414	127	5	0
E00098415	122	10	0
E00098416	109	19	0
E00098417	104	16	0
E00098418	122	7	0
E00098419	108	25	0
E00098420	131	1	1
E00098421	89	5	0
E00098422	143	0	0
E00098423	124	0	0
E00098424	138	3	0
E00098425	70	58	0
E00098426	150	0	0
E00098427	128	1	0
E00098428	119	2	0
E00098429	120	4	0
E00098430	128	1	0
E00098431	126	6	0
E00098432	119	2	0
E00098433	145	0	0
E00098434	177	0	0
E00098435	130	1	0
E00098436	181	1	0
E00098437	94	1	0
E00098438	138	4	0
E00098439	110	32	0
E00098440	143	2	0
E00098441	127	5	0
E00098442	117	3	1
E00098443	148	2	0
E00098444	88	30	0
E00098447	132	0	0
E00098448	135	7	0
E00098449	125	2	1
E00098450	142	0	1
E00098451	94	2	0
E00098452	153	0	0
E00098453	96	17	0
E00098454	118	7	2
E00098455	133	2	0
E00098456	98	25	0
E00098457	197	16	0
E00098458	125	21	0
E00098459	109	0	0
E00098460	124	0	0
E00098461	111	0	0
E00098462	159	2	0
E00098463	120	2	0
E00098464	119	1	0
E00098465	138	4	0
E00098466	85	36	0
E00098467	99	37	0
E00098468	114	0	1
E00098469	116	8	0
E00098470	105	31	0
E00098471	118	4	0
E00098472	129	1	0
E00098473	129	6	1
E00098474	135	3	0
E00098475	140	13	0
E00098476	99	1	0
E00098477	127	1	0
E00098478	120	5	0
E00098479	115	3	0
E00098480	130	5	0
E00098481	153	5	0
E00098482	63	5	0
E00098483	149	0	0
E00098484	134	0	0
E00098485	122	0	0
E00098486	128	2	0
E00098487	138	0	0
E00098488	127	12	0
E00098489	120	0	0
E00098490	105	0	0
E00098491	137	6	0
E00098492	143	0	0
E00098493	132	1	0
E00098494	112	1	0
E00098495	143	1	0
E00098496	110	0	0
E00098497	114	1	0
E00098498	143	1	0
E00098499	134	7	0
E00098500	122	3	0
E00098501	111	0	0
E00098502	85	0	0
E00098503	182	3	1
E00098504	116	1	0
E00098505	137	3	1
E00098506	99	15	0
E00098507	127	0	0
E00098508	133	2	0
E00098509	162	2	0
E00098510	132	6	0
E00098511	132	0	0
E00098512	139	3	0
E00098513	127	2	1
E00098514	101	24	0
E00098515	125	0	0
E00098516	120	3	0
E00098517	127	1	0
E00098518	146	26	0
E00098519	125	0	0
E00098520	136	0	0
E00098521	135	0	0
E00098522	119	11	0
E00098523	112	19	0
E00098524	146	2	2
E00098525	137	1	0
E00098526	138	0	0
E00098527	113	13	0
E00098528	129	0	0
E00098529	119	1	0
E00098530	124	0	0
E00098531	128	5	1
E00098532	192	1	0
E00098533	84	39	1
E00098534	114	9	0
E00098535	127	1	0
E00098536	131	0	0
E00098537	128	0	0
E00098538	169	0	0
E00098539	135	2	0
E00098540	125	1	0
E00098541	128	1	0
E00098542	173	0	0
E00098543	159	1	0
E00098544	119	10	0
E00098545	181	1	0
E00098546	113	1	0
E00098547	35	74	0
E00098548	128	0	0
E00098549	63	52	0
E00098550	96	17	0
E00098551	113	0	0
E00098552	123	1	0
E00098553	116	25	0
E00098554	121	2	0
E00098555	81	1	0
E00098556	112	4	0
E00098557	86	34	0
E00098558	131	1	0
E00098559	145	9	0
E00098560	105	2	0
E00098561	92	15	0
E00098562	137	0	0
E00098563	107	0	0
E00098564	117	1	0
E00098565	120	8	0
E00098566	125	2	0
E00098567	124	12	0
E00098568	122	1	0
E00098569	155	9	0
E00098570	113	0	0
E00098571	121	6	0
E00098572	125	0	0
E00098573	131	4	0
E00098574	140	0	0
E00098575	117	1	0
E00098576	109	10	0
E00098577	120	3	0
E00098578	142	35	0
E00098579	117	3	0
E00098580	134	2	1
E00098581	105	51	0
E00098582	178	2	0
E00098583	117	3	0
E00098584	113	20	0
E00098585	143	0	0
E00098586	140	0	0
E00098587	125	1	0
E00098588	142	1	0
E00098589	122	0	0
E00098590	127	20	0
E00098591	135	0	0
E00098592	124	0	0
E00098593	84	26	0
E00098594	128	0	0
E00098595	125	0	0
E00098596	167	2	0
E00098597	74	41	0
E00098598	213	14	0
E00098599	127	8	0
E00098600	118	0	0
E00098601	103	0	0
E00098602	115	0	0
E00098603	106	4	0
E00098604	128	40	0
E00098605	119	3	0
E00098606	114	0	0
E00098607	131	2	0
E00098608	117	1	0
E00098609	172	1	0
E00098610	49	1	0
E00098612	112	3	0
E00098613	141	11	0
E00098614	162	12	0
E00098615	130	0	0
E00098616	77	37	0
E00098617	129	0	0
E00098618	113	7	0
E00098619	134	0	0
E00098620	141	0	0
E00098621	94	19	0
E00098622	68	36	0
E00098623	129	0	12
E00098624	125	0	0
E00098625	120	8	0
E00098626	182	3	0
E00098627	125	8	0
E00098628	146	7	0
E00098629	111	34	0
E00098630	133	1	0
E00098631	133	4	0
E00098632	142	2	0
E00098633	139	3	1
E00098634	169	4	1
E00098635	163	0	0
E00098636	134	19	0
E00098637	151	1	0
E00098638	118	0	0
E00098639	140	1	0
E00098640	145	0	0
E00098641	156	21	0
E00098642	96	0	0
E00098643	153	2	0
E00098644	154	1	0
E00098645	185	3	1
E00098646	108	0	0
E00098647	98	1	0
E00098648	107	4	0
E00098649	119	3	0
E00098650	111	2	0
E00098651	127	17	0
E00098652	131	1	0
E00098653	151	28	1
E00098654	48	71	0
E00098655	117	1	0
E00098656	114	2	0
E00098657	139	17	0
E00098658	131	0	0
E00098659	89	47	0
E00098660	116	0	0
E00098661	123	1	0
E00098662	117	0	0
E00098663	126	1	0
E00098664	116	4	0
E00098665	102	14	0
E00098666	106	1	0
E00098667	93	3	0
E00098668	133	30	0
E00098669	95	39	0
E00098670	111	14	0
E00098671	134	0	0
E00098672	121	20	0
E00098673	127	1	0
E00098674	129	0	0
E00098675	143	0	0
E00098676	157	8	0
E00098677	134	2	0
E00098678	132	4	0
E00098679	130	1	0
E00098680	116	10	0
E00098681	132	0	0
E00098683	126	0	0
E00098684	127	0	0
E00098685	138	0	0
E00098686	124	7	0
E00098687	126	0	0
E00098688	129	7	0
E00098689	128	28	0
E00098690	150	6	1
E00098691	123	0	0
E00098692	126	12	0
E00098693	115	8	0
E00098694	130	0	0
E00098695	122	1	0
E00098696	96	21	0
E00098697	150	9	0
E00098698	121	6	0
E00098699	105	11	0
E00098700	120	2	0
E00098701	164	4	0
E00098702	91	1	0
E00098703	213	7	0
E00098704	146	0	0
E00098705	80	1	0
E00098706	54	0	0
E00098707	141	4	0
E00098708	140	1	0
E00098709	122	14	0
E00098710	119	2	0
E00098711	121	28	0
E00098712	121	0	0
E00098713	137	1	0
E00098714	100	26	0
E00098715	127	11	0
E00098716	150	0	0
E00098718	100	36	0
E00098719	120	2	0
E00098720	94	16	0
E00098721	180	3	0
E00098722	170	16	0
E00098723	101	0	0
E00098724	142	4	1
E00098725	112	4	1
E00098726	172	0	1
E00098727	111	0	0
E00098728	181	1	0
E00098729	149	0	0
E00098730	105	25	0
E00098731	130	3	0
E00098732	114	1	1
E00098733	101	0	1
E00098734	141	10	0
E00098735	99	0	0
E00098736	137	1	0
E00098737	126	1	0
E00098738	122	0	0
E00098739	137	0	0
E00098740	95	26	0
E00098741	141	8	0
E00098742	61	65	0
E00098743	125	1	0
E00098744	118	0	0
E00098745	77	1	0
E00098746	122	2	0
E00098747	118	7	0
E00098748	126	1	0
E00098749	122	7	0
E00098750	126	4	0
E00098751	222	3	0
E00098752	131	0	0
E00098753	106	8	0
E00098754	119	1	0
E00098755	126	6	0
E00098756	114	1	0
E00098757	81	1	0
E00098758	76	1	26
E00098759	135	0	0
E00098760	24	73	0
E00098761	165	8	0
E00098762	109	20	0
E00098763	150	1	0
E00098764	131	0	0
E00098765	121	0	0
E00098766	124	8	0
E00098767	104	6	0
E00098768	67	37	0
E00098769	46	56	0
E00098770	103	0	0
E00098771	134	22	0
E00098772	124	8	0
E00098773	127	11	0
E00098774	115	5	0
E00098775	130	0	0
E00098776	131	0	0
E00098777	124	18	0
E00098778	112	2	0
E00098779	132	3	0
E00098780	68	56	1
E00098781	127	1	0
E00098782	135	4	0
E00098783	147	5	0
E00098784	130	0	0
E00098785	135	0	0
E00098786	127	2	0
E00098787	129	2	0
E00098788	119	1	0
E00098789	128	2	0
E00098790	120	0	0
E00098791	182	8	0
E00098792	129	0	0
E00098793	67	46	0
E00098794	116	9	0
E00098795	88	29	0
E00098796	112	1	0
E00098797	106	34	0
E00098798	113	13	0
E00098799	107	10	0
E00098800	126	1	0
E00098801	120	1	0
E00098802	129	0	0
E00098803	135	2	0
E00098804	118	1	0
E00098805	127	0	0
E00098806	129	8	0
E00098807	126	0	0
E00098808	121	0	0
E00098809	136	0	0
E00098810	121	1	0
E00098811	118	2	0
E00098812	114	1	0
E00098813	112	6	0
E00098814	89	29	0
E00098815	113	30	0
E00098816	131	2	0
E00098817	112	36	0
E00098818	103	22	0
E00098819	116	0	0
E00098820	115	4	0
E00098821	125	4	0
E00098822	97	62	0
E00098823	162	87	0
E00098824	127	6	0
E00098825	115	12	0
E00098826	102	14	0
E00098827	106	17	0
E00098828	70	89	0
E00098829	123	5	0
E00098830	113	12	0
E00098831	112	13	0
E00098832	117	3	0
E00098833	129	3	0
E00098834	113	0	0
E00098835	74	65	0
E00098836	11	146	0
E00098837	111	13	0
E00098838	102	18	0
E00098839	114	7	0
E00098840	74	45	0
E00098841	110	29	0
E00098842	82	48	0
E00098843	103	14	0
E00098844	132	8	0
E00098845	120	6	0
E00098846	120	11	0
E00098847	123	2	0
E00098848	133	1	0
E00098849	122	4	0
E00098850	99	51	0
E00098851	151	1	0
E00098852	148	10	0
E00098854	117	6	0
E00098855	115	4	0
E00098856	91	30	0
E00098857	106	10	0
E00098858	219	2	0
E00098859	116	17	0
E00098860	127	1	0
E00098861	115	0	0
E00098862	130	0	0
E00098863	135	0	0
E00098864	106	0	0
E00098865	91	66	0
E00098866	149	8	0
E00098867	116	11	0
E00098868	117	1	0
E00098869	132	0	0
E00098870	117	7	0
E00098871	117	2	0
E00098872	158	2	0
E00098873	139	0	0
E00098874	122	4	0
E00098875	123	1	0
E00098876	130	6	0
E00098877	132	6	0
E00098878	118	0	0
E00098879	112	0	0
E00098880	134	0	0
E00098881	120	0	0
E00098882	131	1	0
E00098883	133	1	0
E00098884	136	0	0
E00098885	136	0	0
E00098886	163	1	0
E00098887	101	26	0
E00098888	165	2	0
E00098889	222	2	0
E00098890	137	0	0
E00098891	111	1	0
E00098892	124	5	0
E00098893	134	1	0
E00098894	126	12	0
E00098895	128	15	0
E00098896	106	3	0
E00098897	119	66	0
E00098898	104	13	0
E00098899	138	5	0
E00098900	135	2	0
E00098901	143	10	0
E00098902	131	0	0
E00098903	125	3	0
E00098904	148	9	0
E00098905	122	21	0
E00098906	41	110	0
E00098907	97	21	0
E00098908	121	13	0
E00098909	63	55	0
E00098910	131	2	0
E00098911	117	5	0
E00098912	111	2	0
E00098913	115	3	0
E00098914	114	3	0
E00098915	118	1	0
E00098916	144	1	0
E00098917	102	1	0
E00098918	126	2	0
E00098919	215	1	0
E00098920	122	4	0
E00098921	30	112	0
E00098922	110	0	0
E00098923	109	8	0
E00098924	74	65	0
E00098925	81	13	0
E00098926	93	31	0
E00098927	31	86	0
E00098928	27	94	0
E00098929	14	118	0
E00098930	111	3	0
E00098931	107	2	0
E00098932	124	5	0
E00098933	108	12	0
E00098934	92	61	0
E00098935	65	58	0
E00098936	99	28	0
E00098937	112	17	0
E00098938	139	1	0
E00098939	96	1	55
E00098940	140	3	0
E00098941	142	0	0
E00098942	128	2	1
E00098943	137	0	0
E00098944	102	0	0
E00098945	151	7	0
E00098946	135	2	0
E00098947	131	0	0
E00098948	213	7	1
E00098949	105	1	2
E00098950	77	54	0
E00098951	28	106	0
E00098952	117	5	0
E00098953	67	73	1
E00098954	7	116	0
E00098955	133	1	0
E00098956	171	1	0
E00098957	127	1	0
E00098958	121	0	2
E00098959	105	0	0
E00098960	138	24	0
E00098961	145	2	0
E00098962	124	1	0
E00098963	93	2	0
E00098964	132	3	0
E00098965	154	4	0
E00098966	118	2	0
E00098967	160	16	0
E00098968	89	28	0
E00098969	98	22	0
E00098970	137	9	0
E00098971	118	2	0
E00098972	120	70	2
E00098973	116	1	0
E00098974	124	1	0
E00098975	115	2	0
E00098976	69	63	0
E00098977	99	19	0
E00098978	150	2	0
E00098979	120	26	0
E00098980	86	41	0
E00098981	105	14	0
E00098982	95	29	0
E00098983	118	4	0
E00098984	133	1	0
E00098985	125	0	0
E00098986	131	1	0
E00098987	58	54	0
E00098988	96	35	0
E00098989	114	14	0
E00098990	134	0	0
E00098991	129	17	0
E00098992	127	3	0
E00098993	72	68	0
E00098994	103	20	0
E00098995	117	4	0
E00098996	92	26	0
E00098997	138	4	0
E00098998	122	24	0
E00098999	63	40	0
E00099000	56	61	0
E00099001	133	1	0
E00099002	71	68	0
E00099003	76	50	0
E00099004	71	76	0
E00099005	134	4	0
E00099006	113	22	0
E00099007	128	1	0
E00099008	101	31	0
E00099009	125	1	0
E00099010	60	62	0
E00099011	140	26	1
E00099012	71	65	0
E00099013	136	4	0
E00099014	36	90	0
E00099015	123	5	0
E00099016	128	1	0
E00099017	169	1	0
E00099018	93	22	0
E00099019	113	21	0
E00099020	117	4	0
E00099021	77	1	0
E00099022	125	34	0
E00099023	120	26	0
E00099024	89	48	0
E00099025	111	18	0
E00099026	97	28	0
E00099027	135	0	0
E00099028	81	62	0
E00099029	119	2	0
E00099030	108	15	0
E00099031	121	6	0
E00099032	119	10	0
E00099033	51	93	0
E00099034	124	16	0
E00099035	17	126	0
E00099036	178	33	0
E00099037	133	0	0
E00099039	138	2	0
E00099040	155	8	0
E00099042	147	2	0
E00099043	128	3	0
E00099044	125	0	0
E00099045	127	1	0
E00099046	130	2	0
E00099047	108	1	0
E00099048	121	20	1
E00099049	116	1	0
E00099050	115	10	0
E00099051	115	2	0
E00099052	123	2	0
E00099054	115	4	0
E00099055	126	21	0
E00099056	122	2	0
E00099057	109	1	0
E00099058	121	0	0
E00099059	136	1	0
E00099060	131	1	0
E00099061	111	1	0
E00099062	148	1	0
E00099063	125	0	0
E00099064	150	2	0
E00099065	112	0	0
E00099066	111	0	0
E00099067	144	2	0
E00099068	121	1	0
E00099069	132	0	0
E00099070	118	0	0
E00099071	116	0	0
E00099072	139	0	0
E00099073	112	0	0
E00099074	81	3	0
E00099075	127	1	0
E00099076	117	2	0
E00099077	83	40	0
E00099078	124	0	0
E00099079	128	1	0
E00099080	128	9	0
E00099081	122	1	0
E00099082	116	0	0
E00099083	135	0	0
E00099084	123	0	0
E00099085	115	2	0
E00099086	115	0	0
E00099087	120	0	0
E00099088	115	24	0
E00099089	62	43	0
E00099090	135	1	0
E00099091	130	49	0
E00099092	150	2	0
E00099093	118	0	0
E00099094	124	6	0
E00099095	115	3	0
E00099096	83	37	0
E00099097	127	4	0
E00099098	120	0	0
E00099099	99	36	0
E00099100	120	5	0
E00099101	139	11	0
E00099102	105	31	0
E00099103	124	20	0
E00099104	134	25	0
E00099105	92	0	0
E00099106	63	93	0
E00099107	105	30	0
E00099108	112	28	0
E00099109	89	9	0
E00099110	108	0	0
E00099111	100	5	1
E00099112	141	51	0
E00099113	214	0	0
E00099114	132	1	0
E00099115	117	7	0
E00099116	189	14	0
E00099117	132	2	0
E00099118	125	2	0
E00099119	109	1	0
E00099120	131	0	0
E00099121	112	56	1
E00099122	56	130	0
E00099123	123	6	0
E00099124	121	54	0
E00099125	118	5	0
E00099126	124	2	0
E00099127	108	6	0
E00099128	117	1	0
E00099129	128	6	0
E00099130	58	68	0
E00099131	68	57	0
E00099132	90	30	0
E00099133	118	15	0
E00099134	118	1	0
E00099135	106	1	0
E00099136	125	9	0
E00099137	126	2	0
E00099138	103	11	0
E00099139	87	53	0
E00099140	152	1	0
E00099141	109	4	0
E00099142	120	2	0
E00099143	140	3	0
E00099144	123	8	0
E00099145	119	10	1
E00099146	131	6	0
E00099150	119	12	0
E00099151	192	2	0
E00099152	145	2	2
E00099153	87	0	1
E00099154	136	1	0
E00099155	116	0	0
E00099156	75	24	0
E00099157	130	3	0
E00099158	166	9	0
E00099159	85	0	0
E00099160	105	1	0
E00099161	104	5	0
E00099162	71	0	0
E00099163	48	1	0
E00099164	125	3	1
E00099165	109	1	0
E00099166	101	6	0
E00099167	155	2	0
E00099168	147	7	4
E00099169	115	8	0
E00099170	141	1	1
E00099171	132	9	0
E00099172	130	12	0
E00099173	76	11	0
E00099174	59	15	0
E00099175	65	1	0
E00099176	123	3	0
E00099177	117	6	0
E00099178	84	0	0
E00099179	85	2	0
E00099180	61	1	0
E00099181	120	2	0
E00099182	78	0	0
E00099183	81	2	0
E00099184	120	1	0
E00099185	162	1	0
E00099186	129	9	2
E00099187	125	6	0
E00099188	63	55	0
E00099189	102	3	0
E00099190	118	1	0
E00099191	108	5	0
E00099192	105	0	0
E00099193	121	10	1
E00099194	113	15	1
E00099195	106	0	0
E00099196	146	0	0
E00099197	81	22	0
E00099198	97	0	0
E00099199	105	2	0
E00099200	100	0	0
E00099201	115	0	0
E00099202	44	0	0
E00099203	83	0	0
E00099204	77	37	1
E00099205	46	1	2
E00099206	71	10	0
E00099207	161	15	0
E00099208	56	3	0
E00099209	145	6	1
E00099210	39	8	0
E00099211	71	1	0
E00099212	65	1	0
E00099213	124	2	0
E00099214	137	5	1
E00099215	106	11	0
E00099216	131	7	0
E00099217	119	0	0
E00099219	64	1	0
E00099220	125	7	4
E00099221	72	0	0
E00099222	135	4	1
E00099223	133	10	0
E00099224	101	1	0
E00099225	90	3	1
E00099226	187	22	1
E00099227	140	7	1
E00099228	71	1	0
E00099229	117	8	0
E00099230	127	14	0
E00099231	90	33	0
E00099232	110	30	0
E00099233	95	1	0
E00099234	91	79	0
E00099235	98	7	0
E00099236	104	1	0
E00099237	110	0	0
E00099238	117	1	0
E00099239	53	0	0
E00099240	79	1	0
E00099241	115	2	0
E00099242	110	0	0
E00099243	84	2	1
E00099244	102	1	0
E00099245	106	2	0
E00099246	94	4	2
E00099247	52	7	0
E00099248	125	3	0
E00099249	95	0	0
E00099250	150	4	0
E00099251	115	7	0
E00099252	83	13	0
E00099253	50	1	0
E00099255	103	0	0
E00099256	104	5	0
E00099260	143	2	0
E00099261	47	0	0
E00099262	126	2	0
E00099263	114	2	0
E00099264	100	1	0
E00099265	139	3	0
E00099266	154	4	0
E00099267	139	10	1
E00099268	103	29	0
E00099269	105	12	0
E00099270	45	7	0
E00099272	101	18	0
E00099274	105	6	0
E00099275	118	32	0
E00099276	121	20	0
E00099277	135	37	0
E00099278	121	0	0
E00099279	120	5	0
E00099280	104	43	0
E00099281	75	60	0
E00099282	112	25	0
E00099283	95	45	0
E00099284	139	0	0
E00099285	124	2	0
E00099286	119	36	0
E00099287	132	1	0
E00099288	110	17	0
E00099289	129	2	0
E00099290	56	55	0
E00099291	132	2	0
E00099292	124	20	0
E00099293	129	23	0
E00099294	115	3	0
E00099295	135	0	0
E00099296	114	5	0
E00099297	115	10	0
E00099298	106	30	0
E00099299	108	1	0
E00099300	49	87	0
E00099301	116	37	0
E00099302	106	0	0
E00099303	121	1	0
E00099304	143	26	0
E00099305	112	7	0
E00099306	111	7	0
E00099307	127	3	0
E00099308	123	8	1
E00099309	123	10	0
E00099310	127	6	0
E00099311	91	3	0
E00099312	170	2	0
E00099313	113	3	1
E00099314	155	3	0
E00099315	125	12	0
E00099316	137	0	0
E00099317	127	2	0
E00099318	113	4	0
E00099319	104	0	0
E00099320	152	7	0
E00099321	90	35	0
E00099322	118	6	0
E00099323	115	6	0
E00099324	114	10	0
E00099325	115	7	0
E00099326	59	1	1
E00099327	112	9	0
E00099328	166	9	0
E00099329	142	0	0
E00099330	145	0	1
E00099331	185	2	2
E00099332	76	4	0
E00099333	130	1	0
E00099334	133	1	0
E00099335	112	3	0
E00099336	202	0	0
E00099337	156	3	0
E00099338	120	8	0
E00099339	108	2	0
E00099340	109	40	0
E00099341	127	1	0
E00099342	96	65	0
E00099343	158	2	0
E00099344	101	1	0
E00099345	141	2	0
E00099346	87	24	0
E00099347	123	0	0
E00099348	96	12	0
E00099349	84	8	0
E00099350	203	3	1
E00099351	116	3	0
E00099352	135	1	0
E00099353	112	2	0
E00099354	119	8	0
E00099356	125	0	0
E00099357	114	1	0
E00099358	107	0	0
E00099359	132	1	0
E00099360	139	0	0
E00099361	106	1	0
E00099362	154	3	0
E00099363	138	0	0
E00099364	125	0	0
E00099365	133	0	0
E00099366	98	15	0
E00099367	132	0	0
E00099368	132	0	0
E00099369	129	7	0
E00099370	117	11	0
E00099371	116	6	1
E00099372	120	1	0
E00099373	108	3	0
E00099374	68	2	14
E00099375	108	7	0
E00099376	125	0	0
E00099377	141	0	0
E00099378	112	16	0
E00099379	118	0	7
E00099380	121	2	0
E00099381	133	2	0
E00099382	120	3	0
E00099383	120	0	0
E00099384	126	17	0
E00099385	150	13	0
E00099386	115	26	0
E00099387	118	0	0
E00099388	139	2	0
E00099389	134	3	0
E00099390	120	8	0
E00099391	72	69	0
E00099392	124	14	0
E00099393	112	7	0
E00099394	121	12	0
E00099395	130	0	0
E00099396	100	31	0
E00099397	93	40	0
E00099398	139	10	0
E00099399	133	1	0
E00099400	127	2	0
E00099401	128	33	0
E00099402	121	7	0
E00099403	126	30	0
E00099404	96	48	0
E00099405	104	4	0
E00099406	83	27	0
E00099407	60	93	0
E00099408	107	41	1
E00099409	107	46	0
E00099410	128	0	0
E00099411	134	8	0
E00099412	105	1	0
E00099413	137	1	0
E00099414	112	2	0
E00099415	121	6	0
E00099416	91	42	0
E00099417	77	49	0
E00099418	130	4	0
E00099419	124	4	0
E00099420	130	1	0
E00099421	88	0	0
E00099422	108	1	0
E00099423	115	4	0
E00099424	125	3	0
E00099425	124	2	0
E00099426	117	0	0
E00099427	85	36	0
E00099428	91	5	0
E00099429	145	0	0
E00099430	104	18	0
E00099431	135	8	0
E00099432	124	5	0
E00099433	124	0	0
E00099434	109	19	0
E00099435	128	11	0
E00099436	124	2	0
E00099437	121	1	0
E00099439	121	5	0
E00099440	108	14	0
E00099441	155	20	0
E00099442	128	47	0
E00099443	129	0	0
E00099444	133	2	0
E00099445	95	52	0
E00099446	118	2	1
E00099447	205	8	0
E00099448	79	9	0
E00099449	88	3	0
E00099450	106	3	0
E00099451	128	0	0
E00099452	109	14	0
E00099453	142	7	0
E00099454	143	0	0
E00099455	115	1	0
E00099456	140	5	0
E00099457	130	3	0
E00099458	132	1	0
E00099459	175	1	0
E00099461	102	7	0
E00099462	112	38	0
E00099463	112	1	0
E00099464	111	4	0
E00099465	124	0	0
E00099466	105	44	0
E00099467	135	1	0
E00099468	133	1	0
E00099469	121	5	0
E00099470	124	9	0
E00099471	137	6	0
E00099472	139	1	0
E00099473	112	0	0
E00099474	94	32	0
E00099475	98	29	0
E00099476	105	19	0
E00099477	124	4	0
E00099478	105	28	0
E00099479	134	1	0
E00099481	74	10	0
E00099482	8	119	0
E00099483	125	10	0
E00099484	121	1	0
E00099485	123	1	0
E00099486	126	5	0
E00099487	112	6	0
E00099488	109	3	0
E00099489	118	1	0
E00099490	151	0	0
E00099491	124	6	0
